"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"TitleEN";"ShortdescriptionEN";"LongdescriptionEN";"CalendarsummaryEN";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";"Type1";"Lastupdated";
"d7443181-52f5-49e9-bf15-933828340524";"Café 't Mandje";"Café ?t Mandje (sinds 1927) was de eerste echte homokroeg van Amsterdam.";"Het caf&eacute: werd gerund door de eigenzinnige Bet van Beeren, de koningin van de Zeedijk. Na 25 jaar gesloten te zijn geweest, ging &rsquo:t Mandje in 2008 weer open. Het complete interieur is gerestaureerd en teruggebracht in oude staat. Inclusief stropdassen aan de balken, foto&rsquo:s aan de muur, jukebox en biljart. Drink een biertje in deze levende geschiedenis.";"";"Café 't Mandje";"Café ?t Mandje (established in 1927) was the first genuine gay pub of Amsterdam.";"The proprietor of the pub was the self-willed Bet van Beeren, the uncrowned queen of the street. After being closed for 25 years, &rsquo:t Mandje was reopened in 2008. The entire interior has been restored and returned to its original state. Including the neckties suspended from the ceiling beams, pictures on the wall, jukebox and billiards table. Drink a beer in this living piece of history.";"";"";"3.3.1";"Café 't Mandje";"AMSTERDAM";"Zeedijk 63";"1012 AS";"52,3748090";"4,9009780";"http://cafetmandje.nl/";"https://media.iamsterdam.com/ndtrc/Images/20120521/6c88bf0e-fbee-4f3c-91ca-4d607db0331a.jpg,https://media.iamsterdam.com/ndtrc/Images/20120521/f0f1f55b-ff82-4112-8745-52208c2db612.jpg";"https://media.iamsterdam.com/ndtrc/Images/20120521/6c88bf0e-fbee-4f3c-91ca-4d607db0331a.jpg";"";"";"";"";"2015-06-23 10:08:59";
"296e62a2-2c07-4a94-b4c0-67d341c8ab07";"Café Thijssen";"Het hoekpand van Thijssen op de Brouwersgracht/Lindengracht zit vol met van alles: van drinkende studenten en echte Jordanezen tot artistieke types en een keurige oude heer.";"Het modern bruine caf&eacute: beslaat twee panden (een voormalig houtzagerijtje is erbij getrokken) en er zijn veel grote ramen. Omdat Thijssen al vanaf acht uur &lsquo:s morgens open is, is het voor velen een plek om wakker te worden met een krantje en een croissant. &lsquo:s Zomers op het geweldige terras.";"";"Café Thijssen";"Located on the corner of Brouwersgracht and Lindengracht, café Thijssen draws in all sorts of guests.";"This modern bar opens at 8 in the morning, many choose to have breakfast here. In the summer there is a great terrace.";"";"";"3.3.1";"Café Thijssen";"AMSTERDAM";"Brouwersgracht 107";"1015 GD";"52,3808700";"4,8873020";"http://www.cafethijssen.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"62503456-b91d-4f83-abe5-36b2839d2c43";"Café Vrijburcht";"Voor een fijn terras met uitzicht over een nieuw gedeelte van Amsterdam, ga je naar Café Vrijburcht op IJburg.";"Het nieuwbouwcaf&eacute: ligt naast een theatertje, wat er voor zorgt dat hier naast buurtbewoners (met kinderen) ook cultuurminnaars komen voor een goed glas wijn of een prima maaltijd. De ruimte is sober ingericht met een betonnen vloer, houten tafelbladen, roestbruine caf&eacute:stoelen en een zwartgelakte bar.";"";"Café Vrijburcht";"Looking for a pleasant terrace with a great view overlooking a new part of Amsterdam?";"Go to Caf&eacute: Vrijburcht in Ijburg! This modern, new caf&eacute: is next to a little theatre which means that there is a crowd of culture vulture type locals with their kids who turn up for a good glass of wine and a decent meal. The space has a sober decor with a concrete floor, simple wooden table tops, dark brown chairs and a black lacquered bar.";"";"";"3.3.1";"Café Vrijburcht";"AMSTERDAM";"Jan Olphert Vaillantlaan 159";"1086 XZ";"52,3611850";"4,9758290";"http://www.cafevrijburcht.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"d7cb2cfb-c57f-4dcd-bdfd-377159089058";"De Tuin";"Midden in de Jordaan zit café De Tuin. Het interieur van het hoge pand is gezellig rommelig met een eikenhouten bar met drankkast, lambriseringen langs de muren en ingelijste antieke posters. Voorin wordt druk gediscussieerd door studenten, intellectuelen en bierliefhebbers, maar achterin kun je lekker rustig zitten met een speciaal Belgisch biertje (Tongerlo, LaChouffe, Floreffe) van de tap.";"";"";"De Tuin";"In the middle of the Jordaan is café De Tuin. The decor of this high-ceilinged building is charmingly untidy, with an oakwood bar with a drinks cupboard, wooden panelling on the walls and framed antique posters. At the front, students, intellectuals and beer drinkers noisily discuss the world at length but at the back, one can have a quiet moment with a glass of special Belgian beer (Tongerlo, LaChouffe, Floreffe) on tap.";"";"";"";"3.3.1";"De Tuin";"AMSTERDAM";"Tweede Tuindwarsstraat 13";"1015 RX";"52,3771530";"4,8819410";"";"https://media.iamsterdam.com/ndtrc/Images/20120521/8c5d42b8-19ed-48d0-9fa4-f229c2b4bcbd.jpg";"https://media.iamsterdam.com/ndtrc/Images/20120521/8c5d42b8-19ed-48d0-9fa4-f229c2b4bcbd.jpg";"";"";"";"";"2015-06-23 10:08:59";
"a9e2983d-03a1-445a-892b-d44a054f21bc";"Café Welling";"Café Welling in Zuid kent een grote, kleurrijke clientèle die veelal uit musici, schrijvers en ook wel kantoorpubliek bestaat.";"Het caf&eacute: is er al sinds 1928 en is oud bruin met weinig poespas. Hier geen hippe drankjes, harde muziek en strak interieurtje. Je drinkt gewoon een biertje, praat en discussieert op normale toonhoogte (er is geen muziek) en zit op een versleten kruk. En al komen hier wel eens bekende Nederlanders: ze worden niet anders behandeld dan anderen.";"";"Café Welling";"";"";"";"";"3.3.1";"Café Welling";"AMSTERDAM";"Jan Willem Brouwersstr 32";"1071 LK";"52,3559010";"4,8773010";"http://www.cafewelling.nl/";"";"";"";"";"";"";"2016-04-03 10:38:08";
"f93627e1-2f6b-4f5d-a5de-9bf69e942df3";"Café Wester";"Vanuit het kleine Café Wester heb je een prachtig uitzicht op de Westertoren.";"Het pandje zelf is uit 1600 en sober ingericht met een oude Belgische rechtbank die dienst doet als bar en inklaptafels tegen de muur voor als het druk is. Het publiek bestaat voornamelijk uit dertigers, veelal buurtbewoners of mensen die in de Jordaan werken. Wie op het terrasje gaat zitten komt van alles tegen: van haastig langsfietsende yuppen tot reusachtige reigers op zoek naar een hapje.";"";"Café Wester";"There is a fabulous view of the Westertoren from the small Café Wester.";"The building itself dates from 1600 and has a sober decor with an old Belgian bar and folding tables against the wall for when it gets busy. The clientele are mostly thirty-somethings, many who live nearby or work in the Jordaan neighbourhood. Sitting on the terrace you can watch the world go by: from yuppies in a hurry racing along on their bikes to giant herons who flap down hoping for a bite to eat.";"";"";"3.3.1";"Café Wester";"AMSTERDAM";"Nieuwe Leliestraat 2";"1015 SP";"52,3760190";"4,8838770";"";"";"";"";"";"";"";"2015-06-23 10:08:59";
"f2cd1ffe-eab0-44e0-b224-57d3ee939277";"Café Zwart";"Gelegen op de hoek van de Dam is Café Zwart het perfecte ?meetingpoint?.";"Hier kun je genieten van een kop koffie of een biertje, of ontspannen met een heerlijke cocktail. De hoek van de Dam is tevens de toegangspoort naar toeristische attractie nummer 1: &ldquo:de Amsterdamse wallen&rdquo:. Het comfort, de snelle service en de kwaliteit van de hapjes en dranken zijn uitmuntend. Je kunt heerlijk ontspannen de wereld voorbij zien komen terwijl je drankjes geserveerd worden door de vriendelijke bediening.";"";"Café Zwart";"Situated on the corner of Dam Square, Café Zwart is the perfect meetingpoint.";"Here you can enjoy your coffee or beer, or relax with a delicious cocktail. The corner of Dam Square is also the gateway for tourist attraction number 1: &ldquo:the Amsterdam Red Light area&rdquo:. The comfort, friendly service and the quality of its snacks and beverage are top notch! The friendly service does not stop at the doorstep, outside you can relax and watch the world go by while getting your drinks served by the excellent waiters.";"";"";"3.3.1";"Café Zwart";"AMSTERDAM";"Dam 15";"1012 JS";"52,3731270";"4,8900800";"http://www.amsterdam-dam.com/cafezwart/";"https://media.iamsterdam.com/ndtrc/Images/20120521/3e67adbe-5ae1-4b6e-9fec-69b7485ed8cf.jpg";"https://media.iamsterdam.com/ndtrc/Images/20120521/3e67adbe-5ae1-4b6e-9fec-69b7485ed8cf.jpg";"";"";"";"";"2016-01-22 16:13:22";
"04aea83d-c446-44de-9e39-9fbee266374a";"Cobra café";"Cobra café is gevestigd op het Museumplein, voor lunch, borrel en diner.";"";"";"Cobra café";"Cobra Café is situated at the Museumsquare for lunch, drink or dinner.   ";"";"";"";"3.3.1";"Cobra café";"AMSTERDAM";"Hobbemastraat 18";"1071 ZB";"52,3589180";"4,8844090";"http://www.cobracafe.nl/";"";"";"";"";"";"";"2016-04-03 10:38:07";
"635e84d7-b84b-49c4-b2d9-642c6f41b0b9";"Cooldown Café Rembrandtplein";"Feestcafé op het Rembrandtplein.";"";"";"Cooldown Café Rembrandtplein";"The Cooldown Café is located in the heart of one of Amsterdam's most popular nightlife areas ? the Rembrandtplein. There are a number of bar areas and small dance floor. The resident DJs usually stick to top 40 songs and pop favourites. This bar is only open 4 nights a week ? Thursday through Sunday.";"The Cooldown Caf&eacute: has a second location near the Leidseplein: the Kleine Cooldown Caf&eacute: (Lange Leidsedwarsstraat 116).";"";"";"3.3.1";"Cooldown Café Rembrandtplein";"AMSTERDAM";"Rembrandtplein 45";"1017 CT";"52,3663530";"4,8977880";"";"";"";"";"";"";"";"2015-06-23 10:08:59";
"f8d34a2e-3e09-4b07-9ef3-eb56b8be99bd";"De Doffer";"Als je café De Doffer binnenloopt, heb je het gevoel in een aflevering van tv-serie Cheers te zijn beland.";"Iedereen lijkt elkaar in De Doffer te kennen, lief en leed wordt op de bar gelegd en er is zelfs een heuse postbode, net als Cliff in de serie. Het interieur van de twee naast elkaar gelegen ruimtes (eetcaf&eacute: en nachtcaf&eacute:) is minimaal: bruingele muren, wat oude ingelijste posters, houten lambrisering, veel tafeltjes, veel bruin. Je kunt er een prima maaltijd krijgen, een goed gesprek en heel veel bier. Cheers!";"";"De Doffer";"";"";"";"";"3.3.1";"De Doffer";"AMSTERDAM";"Runstraat 12-14";"1016 GK";"52,3689130";"4,8837260";"http://www.doffer.com/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"d25fd1b1-894a-4c1d-9a3e-b4ed67a76369";"De Buurman";"Eetcafé De Buurman in de Westerstraat is een fris en toegankelijk eetcafé met veel wit, rode en witte stoeltjes en een vloer met een zwart bloemenpatroon erop geschilderd.";"Mensen van de markt kunnen hier terecht voor een kop koffie (maandag om zeven uur open!) en overdag en &rsquo:s avonds is er een kleine kaart met bijvoorbeeld gegratineerde pompoen gevuld met risotto of een sappige rib-eye. Achter de bar worden cocktails geshaket en uit de boxen klinkt soulvolle muziek, waar zowel een jong publiek als de Jordanese buurvrouw zich in kan vinden.";"";"De Buurman";"Bistro De Buurman on the Westerstraat is a fresh and welcoming restaurant/bar.";"";"";"";"3.3.1";"De Buurman";"AMSTERDAM";"Westerstraat 30";"1015 MK";"52,3788920";"4,8854070";"";"";"";"";"";"";"";"2015-06-23 10:08:59";
"0e8e396a-6a69-4b82-9faf-184305d7483b";"De Duivel";"Als je van hiphop houdt ben je bij De Duivel in Amsterdam aan het goede adres. ";"<h2>Beats en bier</h2> Lang, donker, smal: De Duivel is geen plek om overdag te toeven - in tegenstelling tot de vele andere locaties in Amsterdam, die dienen als caf&eacute:, restaurant en bar in &eacute:&eacute:n. Maar zodra de avond valt, is De Duivel `the place to be' als je zin hebt in een lekker drankje en vette muziek. Want bij De Duivel draait het allemaal om de muziek, en hiphopfans worden zeker niet teleurgesteld door hun selectie.";"";"De Duivel";"De Duivel is first port of call for every hip-hop head in Amsterdam.";"<h2>   Beats and beer</h2> Long, dark and narrow, De Duivel is not a daytime place &ndash: as opposed to so many other venues in Amsterdam, which function as caf&eacute:s, restaurants and bars in one. But once night has fallen, this is the place to be for a cool drink and cooler tunes. Yes, De Duivel is all about the music, and hip-hop heads will find no fault with their selection.";"";"";"3.3.1";"De Duivel";"AMSTERDAM";"Reguliersdwarsstraat 87";"1017 BK";"52,3660740";"4,8934870";"http://www.cafededuivel.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"9a0f345f-4443-43f6-952f-3a5c3882a5d9";"Cuban Cigars";"Cuban Cigars is dé plek voor een goede Cubaanse sigaar.";"Een muur en het plafond zijn donkerrood geschilderd en er hangen foto&rsquo:s van sigarenrokende beroemdheden. Hapjes worden verzorgd door Pata Negra, een restaurant aan de overkant van de straat.";"";"Cuban Cigars";"";"";"";"";"3.3.1";"Cuban Cigars";"AMSTERDAM";"Utrechtsestraat 135";"1017 VM";"52,3615850";"4,8992270";"http://www.cuban-cigars.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"a21e1a5b-f522-48da-ab8e-1e848e635f5e";"Cotton Club";"Bij de Cotton Club denk je natuurlijk aan die wereldberoemde nachtclub in Harlem, New York. Toch heeft Amsterdam er ook een die al bijna net zo legendarisch is. ";"Het Surinaams-Amsterdamse jazzcaf&eacute: bestaat al sinds de jaren dertig en oogt ondanks kleine verbouwinkjes een beetje afgeragd, zoals het een goed jazzcaf&eacute: betaamt. Je kunt hier geregeld dansen op live jazz, swing en funk van Nederlands beste jazzmusici. Ook is er een pooltafel.";"";"Cotton Club";"At the Cotton Club you just might think you?re at the world famous Harlem nightclub in New York. Actually the one in Amsterdam is nearly just as legendary.";"This Surinam-Amsterdam jazz caf&eacute: has been in existence since the thirties and still seems, despite some restoration, to be a bit chaotic&mdash:just as a good jazz caf&eacute: should be. Sit back and listen or join in and dance to live jazz, swing and funk by Holland&rsquo:s best jazz musicians. There is also a pool table.";"";"";"3.3.1";"Cotton Club";"AMSTERDAM";"Nieuwmarkt 5 H";"1011 JP";"52,3726710";"4,9010220";"http://www.cottonclubmusic.nl/";"";"";"";"";"";"";"2016-04-03 10:33:06";
"45895ff7-8057-41fc-b7f2-90d4ede4401a";"De Engelbewaarder";"De Engelbewaarder zit op de eerste verdieping van een grachtenpand aan de pittoreske Kloveniersburgwal.";"In dit caf&eacute: komen kunstliefhebbers, schrijvers en cultureel ge&iuml:nteresseerden samen voor een Belgisch biertje, een half dozijn oesters of een prima maaltijd. Op zondagmiddag is het extra druk want dan wordt er live jazz gespeeld.";"";"De Engelbewaarder";"";"";"";"";"3.3.1";"De Engelbewaarder";"AMSTERDAM";"Kloveniersburgwal 59";"1011 JZ";"52,3702240";"4,8983900";"http://www.cafe-de-engelbewaarder.nl/";"https://media.iamsterdam.com/ndtrc/Images/45/45895ff7-8057-41fc-b7f2-90d4ede4401a/61396f4e-7d20-462c-a8fa-f63d24936730.jpg";"https://media.iamsterdam.com/ndtrc/Images/45/45895ff7-8057-41fc-b7f2-90d4ede4401a/61396f4e-7d20-462c-a8fa-f63d24936730.jpg";"";"";"";"";"2016-04-03 10:33:12";
"691daac6-4ac7-4481-b586-8e721c78f773";"De Huyschkaemer";"De Huyschkamer is anders dan de andere kroegen in de Utrechtsestraat: het is modern ingericht en er komen er komt een gezonde mix van homo?s en hetero?s.";"Je ziet hier de in de buurt wonende vlotte dertiger die van uitgaan en kleding houdt. Het interieur van het hoge hoekpandje is licht en fris met grote ramen rondom en zachtgroene velours bankbekleding .De muziek in het caf&eacute: is &lsquo:opgewekt&rsquo:: reggae, salsa en softe hiphop- en staat af en toe vrij hard. Boven op de entresol of aan het fijne terras in de Utrechtsedwarsstraat zit je lekker rustig.";"";"De Huyschkaemer";"De Huyschkamer is different than the other bars in the Utrechtsestraat: it has a modern interior and is visited by a healthy mix of homo- and heterosexuals.";"The interior is light and fresh, with large windows. The music in the bar is spirited: reggae, salsa and soft hiphop.";"";"";"3.3.1";"De Huyschkaemer";"AMSTERDAM";"Utrechtsestraat 137";"1017 VM";"52,3615850";"4,8992270";"http://www.huyschkaemer.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"3ab55d0f-0274-4a32-860f-6283c9bf130a";"De IJsbreker";"De IJsbreker bestaat al eeuwen, sinds de tijd dat de Weesperzijde nog echt de weg naar Weesp was en dit de eerste uitspanning buiten de stad.";"De naam is te danken aan de ijsploeg die (nu nog steeds) voor de deur ligt. Het huidige pand is uit 1885 en groot en hoog. Belangrijkste asset van de IJsbreker is het grote terras aan de Amstel. Kantoormannen, verplegend personeel van het OLVG en jongens van creatieve bureautjes uit de buurt borrelen hier graag, terwijl buurtbewoners en voorbijgangers vol tevredenheid eenvoudige gerechten als pompoensoep en lamschenkel van de scharrelslager verorberen.";"";"De IJsbreker";"The IJsbreker has existed for centuries, ever since the Weesperzijde was actually the way to Weesp. It has a great terrace on the Amstel. Businessmen, hospital staff and creative souls like to have drinks here.";"";"";"";"3.3.1";"De IJsbreker";"AMSTERDAM";"Weesperzijde 23";"1091 EC";"52,3574830";"4,9066040";"http://www.deysbreeker.nl/";"https://media.iamsterdam.com/ndtrc/Images/20120522/4f19187d-cc36-4471-a96d-78a1e11252c6.jpg,https://media.iamsterdam.com/ndtrc/Images/20120522/76ed4fd3-5849-4869-8729-fe1779592c51.jpg";"https://media.iamsterdam.com/ndtrc/Images/20120522/4f19187d-cc36-4471-a96d-78a1e11252c6.jpg";"";"";"";"";"2016-04-03 10:31:00";
"c9399b80-afc1-4f28-b089-f728d92582ae";"De Joffers";"Klassieke VIP-spotting locatie met onder de clientèle verscheidene oudere BN?ers. In een stijlvol interieur met grote ramen en pilaren worden de broodjes croquet met bestek geserveerd.";"";"";"De Joffers";"";"";"";"";"3.3.1";"De Joffers";"AMSTERDAM";"Willemsparkweg 163";"1071 GZ";"52,3558570";"4,8710600";"http://www.brasseriedejoffers.nl/";"";"";"";"";"";"";"2016-04-03 10:38:06";
"e4b2e5ca-313d-4fc5-b975-0151a0ce1c0a";"De Kat in de Wijngaert";"Een eerlijke Jordanese bruine kroeg met donkere plekken op het plafond en kaalgespeelde damborden. De ronde tafel bij de toiletten is volgens ingewijden het centrum van het universum. ";"";"";"De Kat in de Wijngaert";"";"";"";"";"3.3.1";"De Kat in de Wijngaert";"AMSTERDAM";"Lindengracht 160";"1015 KL";"52,3802970";"4,8840490";"http://www.dekatindewijngaert.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"4478c38e-db3d-4ed2-86f5-ab85050e48d6";"De Nieuwe Lelie";"De Jordanese buurtkroeg De Nieuwe Lelie is een bruine, eenvoudige kroeg met hoge etalageramen (vroeger zat hier een winkeltje), entresol, kunst aan de muren en in de benedenruimte een pooltafel. Die pooltafel is een echte trekker voor jongere mensen. Op vrijdag- en zaterdagavond laat staan er twintigers te drinken en te praten: rond het borreluur vind je hier de wat oudere vaste klanten.";"";"";"De Nieuwe Lelie";"";"";"";"";"3.3.1";"De Nieuwe Lelie";"AMSTERDAM";"Nieuwe Leliestraat 83";"1015 SL";"52,3752330";"4,8808170";"http://www.cafedenieuwelelie.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"688728be-c933-4ef6-9e88-6ea9d41ded55";"De Oranjerie";"Wie zin heeft in Belgisch bier in een gemoedelijke sfeer gaat naar café De Oranjerie. Dit bruine café vlakbij de Haarlemmerdijk heeft speciaalbieren waar sommige mensen voor omrijden, van oude mannetjes tot beeldschone studentes. De ruimte kent art deco details, een hoog plafond en een muur met theaterposters. Ook is er plaats voor oud-Hollandse gezelligheid met scrabble en andere bordspellen.";"";"";"De Oranjerie";"For those who fancy Belgian beer in a friendly atmosphere must go to café De Oranjerie. This ?brown? café in a side street of the Haarlemmerdijk has specialty beers that people, everyone from old men to trendy students, come from far and wide to seek out. The room is full of art deco details, has a high ceiling and a wall covered in theatre posters. There is a corner for Scrabble and other board games for some good old-fashioned Dutch sociability.";"";"";"";"3.3.1";"De Oranjerie";"AMSTERDAM";"Binnen Oranjestraat 15";"1013 HZ";"52,3819870";"4,8867790";"";"https://media.iamsterdam.com/ndtrc/Images/68/688728be-c933-4ef6-9e88-6ea9d41ded55/f9885b25-2149-425f-9c80-721147fa407b.jpg";"https://media.iamsterdam.com/ndtrc/Images/68/688728be-c933-4ef6-9e88-6ea9d41ded55/f9885b25-2149-425f-9c80-721147fa407b.jpg";"";"";"";"";"2016-04-03 10:34:43";
"f70caca5-9a91-4991-917a-d69099ad4ee9";"De Pieper";"Café De Pieper op de hoek van de Prinsen- en de Leidsegracht bestaat al sinds 1665. Het is een beetje verzakt, maar prachtig in oude staat: glas-in-lood raampjes, alles bruin. Aan de kleine en lage bar is weinig plaats, maar gelukkig staan er veel kleine tafeltjes. Daaraan zit een goede dwarsdoorsnede van de Amsterdamse bevolking: van gecoiffeerde heer tot groepen borrelende collega?s. Ze komen hier ook voor de geweldige service: jongens met witte overhemden en dassen bedienen je hier namelijk tot aan je tafel.";"";"";"De Pieper";"";"";"";"";"3.3.1";"De Pieper";"AMSTERDAM";"Prinsengracht 424";"1016 JC";"52,3662700";"4,8822700";"";"https://media.iamsterdam.com/ndtrc/Images/f7/f70caca5-9a91-4991-917a-d69099ad4ee9/c7d46ede-41d9-4736-a0f0-e6cecba2f0f2.jpg,https://media.iamsterdam.com/ndtrc/Images/f7/f70caca5-9a91-4991-917a-d69099ad4ee9/18f3379b-92e5-4ded-bf31-aae949302e87.jpg,https://media.iamsterdam.com/ndtrc/Images/f7/f70caca5-9a91-4991-917a-d69099ad4ee9/175c057e-1d48-470c-a1c2-528f461c05c1.jpg";"https://media.iamsterdam.com/ndtrc/Images/f7/f70caca5-9a91-4991-917a-d69099ad4ee9/18f3379b-92e5-4ded-bf31-aae949302e87.jpg";"";"";"";"";"2015-09-30 13:43:42";
"4237faa7-32c7-4070-96c3-cfab7f9b5c02";"De Pilsvogel";"De Pilsvogel is al jaren een van de populairste kroegen van de Pijp. Van buiten veel klimop en donkergroen met roodgestreepte luifel, van binnen nogal donker. Behoorlijk bruin en dat terwijl het publiek verre van dat is: hier vind je vlotte twintigers en dertigplussers die doorzakken of indrinken voordat ze naar een club gaan. Daarom gaat de muziek na tienen ook wat harder, zowel wat betreft volume als beats. De borrelhappenkaart is uitgebreid, maar je kunt hier ook terecht voor een serieuze maaltijd.";"";"";"De Pilsvogel";"";"";"";"";"3.3.1";"De Pilsvogel ";"AMSTERDAM";"Gerard Douplein 14";"1072 VE";"52,3558490";"4,8927410";"http://pilsvogel.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"d56c6911-b802-40cb-b7b0-7cc1611b12ae";"De Reiger";"Het interieur van De Reiger in de Nieuwe Leliestraat kent hoge plafonds, oude kunstwerken en Jugendstil houtwerk en lampen. Het hoekpand is L-vormig, met een lange bar en achterin een ruime ?eetzaal?. Hier en ?s zomers op het terras aan het water zitten dertigplus buurtbewoners en toeristen aan goed Frans eten. Binnen klinken jazzy tunes en stroomt de drank rijkelijk. Voor je het weet is de avond voorbij.";"";"";"De Reiger";"Inside De Reiger in the Nieuwe Leliestraat there are high ceilings, classic works of art, Jugendstil woodwork and lamps. This is an L-shaped corner building with a long bar and, at the back, a spacious dining room. In the summer, the terrace on the water?s edge is full of thirty-something locals and tourists eating good French food. Inside there are jazzy tunes and the drinks flow royally. Before you know it, the evening has flown by.";"";"";"";"3.3.1";"De Reiger";"AMSTERDAM";"Nieuwe Leliestraat 34";"1015 ST";"52,3757350";"4,8825290";"http://www.dereigeramsterdam.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"309406ee-df09-42d3-871d-b849e346632b";"De Twee Zwaantjes";"Als je voorbijloopt schalt de vrolijkheid je tegemoet uit De Twee Zwaantjes. In dit café (sinds 1928) genieten toeristen en liefhebbers zij aan zij van het levenslied. Vraag de microfoon achter de bar en laat je talent de vrije loop. Elke zondagavond is er levende muziek.   ";"";"";"De Twee Zwaantjes";"Joviality resounds from the De Twee Zwaantjes as one walks by. In this café dating back to 1928 tourists and enthusiasts relish the sentimental songs whilst sitting cheek by jowl. You can even ask for the microphone from behind the bar to unleash your talent. Live music every Sunday evening.";"";"";"";"3.3.1";"De Twee Zwaantjes";"AMSTERDAM";"Prinsengracht 114";"1015 EA";"52,3763810";"4,8842670";"http://www.detweezwaantjes.nl/";"";"";"";"";"";"";"2015-06-23 10:08:59";
"29a4e4e6-4d68-426c-8424-227d21ac6169";"De Vergulde Gaper";"De Vergulde Gaper, ooit een apotheek, ligt aan de Prinsengracht en heeft een ruim terras. Binnen staan de literflessen glycerolum en isopropanolum nog ter versiering tegen de grijsgroene muur en de banken zijn van zwart leer.   ";"";"";"De Vergulde Gaper";"";"";"";"";"3.3.1";"De Vergulde Gaper";"AMSTERDAM";"Prinsenstraat 30";"1015 DD";"52,3779820";"4,8864810";"http://deverguldegaper.nl/";"";"";"";"";"";"";"2016-02-03 16:38:39";
"0d946d0d-1eb5-47ee-af4b-28bc6e98015c";"De Wetering";"In een pittoresk 17e eeuws pandje is het unieke Café de Wetering gevestigd. Hier geen harde muziek of andere herrie, maar intellectuele gesprekken over schrijvers, de zin van het leven en een enkele voetbalwedstrijd. Vaste klanten van alle leeftijden verzamelen zich meestal beneden om het kleine barretje, nieuwe bezoekers nestelen zich boven rond het vuur van de oude open haard. ";"";"";"De Wetering";"The unique Café de Wetering is in a picturesque 17th century house. Here, no loud music or other raucousness but instead quiet intellectual discussion about literature, the meaning of life and football matches. Regulars of all ages usually gather together downstairs at the tiny bar, while first-time visitors warm themselves in front of the old-fashioned open hearth upstairs.";"";"";"";"3.3.1";"De Wetering";"AMSTERDAM";"Weteringstraat 37";"1017 SM";"52,3612460";"4,8887820";"";"https://media.iamsterdam.com/ndtrc/Images/0d/0d946d0d-1eb5-47ee-af4b-28bc6e98015c/9f819002-4b40-4c40-a0ef-ad7635e8bf24.jpg";"https://media.iamsterdam.com/ndtrc/Images/0d/0d946d0d-1eb5-47ee-af4b-28bc6e98015c/9f819002-4b40-4c40-a0ef-ad7635e8bf24.jpg";"";"";"";"";"2015-09-30 15:01:09";
"703efcb9-2608-4e5e-a453-72bacfb84bfb";"Duende Dos";"Op de hoek van de Marnixstraat en Nieuwe Willemsstraat vind je het Spaans-Amsterdamse café Dos. Het grote tapascafé is ingericht als een Madrileens grand-café met veel hout, azulejo?s en stierenvechtersposters aan de muur. Behalve voor de borrel of de vele soorten tapas kun je hier ook terecht voor het vermaak. Dos organiseert regelmatig dansfeesten, Spaanse filmavondjes en flamenco-optredens.   ";"";"";"Duende Dos";"On the corner of the Marnixstraat and Nieuwe Willemsstraat is the Spanish-Amsterdam café Dos. This big tapas café has been decorated as a Madrid grand-café with much woodwork, azulejos and bull-fighting posters on the walls. As well as drinks and all kinds of tapas, there is also fun to be had in the form of Dos?s regularly organized dance parties, Spanish film evenings and flamenco performances.";"";"";"";"3.3.1";"Duende Dos";"AMSTERDAM";"Nieuwe Willemsstraat 1";"1015 JH";"52,3808280";"4,8810480";"http://www.cafedos.nl/";"https://media.iamsterdam.com/ndtrc/Images/20120522/ce1ad4d6-f6cf-464a-89dc-3733fb302f39.jpg";"https://media.iamsterdam.com/ndtrc/Images/20120522/ce1ad4d6-f6cf-464a-89dc-3733fb302f39.jpg";"";"";"";"";"2015-06-23 10:08:59";
